row/col,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
11,,,,,,,,,,,,,,,,,P01,P05,P05,P04,P04,P04,P04,P04,P04,P04,P04,P04,P04,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P03,P03,P03,P01,,,,,,P01,P04,P03,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P04,P04,P04,P04,P04,P04,P02,P02,P02,P02,P02,,,,,,,,
12,,,,,,,,,,,,,,,,P01,P05,P05,P04,P03,P03,P04,P04,P04,P04,P04,P04,P04,P04,P03,P02,P02,P02,P02,P02,P02,P01,P01,P01,P01,P02,P04,P04,P04,P01,,,,P01,P03,P04,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P03,P03,P04,P04,P04,P04,P04,P02,P02,P02,P02,P02,P01,,,,,,,
13,,,,,,,,,,,,,,,,P05,P05,P04,P04,P03,P04,P04,P04,P04,P04,P04,P04,P04,P04,P02,P03,P02,P03,P03,P01,P01,P01,P01,P01,P01,P02,P03,P04,P04,P03,P01,,,P02,P04,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P03,P04,P04,P04,P04,P04,P02,P02,P02,P02,P02,P02,P01,,,,,,,
14,,,,,,,,,,,,,,,P03,P05,P04,P04,P03,P04,P04,P04,P04,P04,P04,P04,P04,P04,P04,P04,P03,P04,P03,P06,P08,P08,P07,P06,P04,P01,P02,P02,P03,P04,P04,P02,,P01,P03,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P01,P07,P07,P03,P03,P06,P05,P03,P06,P02,P02,P02,P02,P02,P02,P02,,,,,,,
15,,,,,,,,,,,,,,,P05,P05,P04,P03,P04,P04,P04,P04,P04,P04,P04,P04,P04,P04,P04,P04,P04,P05,P13,P18,P20,P21,P21,P21,P20,P14,P06,P01,P02,P03,P04,P04,P01,P01,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P07,P05,P03,P07,P18,P13,P07,P05,P13,P04,P13,P06,P03,P02,P03,P03,P02,P02,P01,,,,,,
16,,,,,,,,,,,,,,P04,P05,P04,P03,P04,P04,P04,P04,P04,P04,P04,P04,P04,P04,P04,P05,P04,P06,P18,P20,P21,P21,P21,P21,P21,P21,P21,P20,P06,P01,P02,P04,P04,P03,P01,P02,P02,P02,P02,P02,P02,P02,P02,P02,P06,P04,P02,P02,P10,P20,P18,P10,P06,P14,P21,P18,P07,P20,P10,P14,P13,P10,P05,P03,P04,P03,P02,P01,,,,,,
17,,,,,,,,,,,,,,P05,P04,P03,P04,P02,P04,P04,P04,P03,P04,P04,P04,P04,P04,P05,P05,P05,P18,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P18,P05,P01,P04,P05,P04,P01,P02,P02,P02,P02,P02,P02,P02,P02,P03,P05,P13,P08,P04,P03,P14,P21,P21,P18,P11,P21,P21,P21,P21,P21,P21,P21,P20,P08,P03,P04,P04,P02,P01,,,,,,
18,,,,,,,,,,,,,P03,P05,P04,P03,P03,P02,P04,P04,P03,P03,P04,P04,P04,P04,P04,P05,P03,P13,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P13,P01,P02,P05,P05,P01,P02,P02,P02,P02,P02,P02,P02,P07,P13,P08,P07,P20,P13,P06,P14,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P14,P03,P03,P02,P02,P02,,,,,,
19,,,,,,,,,,,,,P05,P04,P03,P04,P02,P02,P04,P04,P04,P04,P05,P04,P05,P04,P05,P03,P10,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P20,P06,P01,P05,P05,P02,P02,P02,P02,P02,P02,P03,P07,P04,P14,P20,P20,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P20,P06,P02,P02,P02,P02,P01,,,,,
20,,,,,,,,,,,,P01,P05,P03,P04,P02,P02,P03,P04,P04,P04,P04,P05,P05,P05,P05,P03,P08,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P10,P01,P02,P05,P03,P02,P02,P02,P02,P06,P10,P06,P18,P10,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P07,P02,P02,P02,P02,P01,,,,,
21,,,,,,,,,,,,P03,P04,P02,P02,P02,P02,P04,P04,P04,P04,P05,P05,P05,P05,P04,P06,P20,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P13,P01,P01,P05,P03,P02,P02,P02,P02,P06,P18,P18,P14,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P20,P04,P02,P02,P02,P01,,,,,
22,,,,,,,,,,,,P04,P03,P02,P02,P02,P03,P04,P03,P02,P04,P05,P05,P05,P04,P05,P18,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P18,P01,P01,P04,P03,P02,P02,P02,P08,P10,P20,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P20,P20,P21,P21,P21,P21,P14,P03,P02,P02,P06,P10,P11,,,
23,,,,,,,,,,,P01,P04,P02,P03,P02,P03,P04,P04,P02,P03,P04,P05,P04,P05,P04,P13,P21,P20,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P18,P03,P02,P03,P03,P02,P02,P02,P18,P20,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P20,P10,P07,P07,P10,P14,P21,P21,P21,P21,P08,P01,P06,P21,P13,P20,P07,,
24,,,,,,,,,,,P01,P02,P04,P03,P04,P04,P04,P03,P02,P04,P04,P04,P04,P03,P10,P10,P10,P08,P07,P07,P10,P20,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P18,P01,P02,P02,P03,P02,P02,P02,P18,P18,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P10,P07,P08,P08,P10,P10,P10,P10,P20,P21,P21,P08,P05,P14,P13,P18,P18,P11,,
25,,,,,,,,,,,P03,P02,P04,P04,P04,P04,P04,P02,P03,P03,P04,P04,P03,P10,P21,P21,P21,P21,P20,P14,P10,P07,P14,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P13,P01,P02,P02,P02,P02,P02,P02,P13,P18,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P08,P08,P08,P10,P14,P20,P21,P21,P20,P08,P10,P08,P07,P01,P14,P18,P18,P18,P11,,
26,,,,,,,,,,,P02,P04,P04,P04,P04,P03,P03,P02,P03,P04,P04,P03,P10,P20,P21,P20,P14,P10,P14,P20,P21,P20,P14,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P10,P01,P02,P02,P01,P01,P02,P02,P13,P18,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P18,P08,P14,P21,P21,P21,P20,P20,P21,P21,P20,P07,P10,P21,P06,P08,P18,P18,P20,P11,,
27,,,,,,,,,,P01,P01,P04,P04,P04,P02,P03,P02,P02,P03,P04,P03,P04,P07,P14,P14,P10,P10,P11,P10,P10,P08,P20,P21,P21,P21,P21,P21,P21,P21,P20,P20,P21,P20,P08,P02,P02,P02,P01,,P02,P02,P08,P18,P20,P14,P10,P08,P08,P14,P21,P21,P21,P21,P21,P21,P10,P20,P21,P20,P11,P05,P01,P15,P11,P21,P21,P10,P21,P21,P07,P08,P18,P20,P20,P08,,
28,,,,,,,,,,P01,P03,P04,P04,P03,P02,P03,P02,P02,P04,P03,P05,P18,P10,P08,P08,P14,P15,P04,P04,P06,P14,P10,P14,P21,P21,P21,P21,P21,P10,P08,P07,P07,P10,P06,P02,P02,P02,P01,,P01,P02,P07,P18,P10,P08,P08,P08,P08,P10,P14,P21,P21,P14,P14,P10,P08,P21,P21,P15,P15,P03,P05,P22,P21,P21,P21,P10,P21,P21,P10,P11,P13,P18,P21,P07,,
29,,,,,,,,,,P01,P05,P05,P04,P02,P03,P02,P02,P03,P04,P01,P13,P21,P21,P10,P20,P21,P21,P06,P03,P15,P15,P21,P10,P20,P21,P21,P20,P18,P21,P21,P21,P20,P10,P03,P02,P02,P01,P01,,,P02,P04,P13,P08,P08,P14,P20,P21,P21,P14,P08,P08,P10,P14,P14,P08,P21,P21,P21,P21,P20,P20,P21,P21,P21,P21,P10,P21,P21,P13,P11,P13,P20,P21,,,
30,,,,,,,,,P01,P02,P05,P05,P02,P02,P02,P02,P02,P04,P03,P06,P20,P21,P21,P08,P21,P21,P21,P21,P21,P21,P21,P21,P14,P08,P14,P20,P18,P20,P10,P10,P10,P14,P10,P01,P02,P01,P01,P01,,,P01,P01,P07,P18,P21,P21,P21,P14,P11,P20,P14,P08,P20,P21,P21,P08,P14,P21,P21,P21,P21,P21,P21,P21,P21,P21,P10,P21,P21,P20,P10,P18,P21,P14,,,
31,,,,,,,,,P01,P04,P05,P04,P02,P02,P02,P02,P02,P04,P01,P08,P21,P21,P21,P08,P21,P21,P21,P21,P21,P21,P21,P14,P08,P14,P14,P08,P07,P06,P06,P07,P11,P13,P06,P01,P02,P01,P04,,,,,P06,P05,P18,P21,P11,P15,P05,P03,P11,P20,P08,P13,P21,P21,P14,P07,P14,P21,P21,P21,P21,P21,P21,P21,P21,P10,P21,P21,P20,P18,P21,P21,P08,,,
32,,,,,,,,,P01,P05,P05,P02,P02,P02,P02,P02,P03,P03,P02,P10,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P10,P08,P21,P21,P08,P08,P07,P03,P15,P15,P13,P01,P04,P01,P02,P04,,,,P06,P07,P06,P13,P18,P11,P24,P11,P10,P20,P21,P07,P10,P21,P21,P21,P08,P20,P21,P21,P21,P21,P21,P21,P21,P10,P21,P21,P21,P20,P20,P21,P20,,,,
33,,,,,,,,,P01,P05,P04,P02,P02,P03,P02,P02,P04,P01,P02,P13,P21,P21,P21,P21,P08,P20,P21,P21,P21,P21,P21,P08,P21,P21,P20,P06,P14,P20,P14,P22,P20,P10,P02,P04,P03,P03,P04,,,,P06,P08,P13,P08,P18,P21,P21,P21,P21,P21,P21,P08,P13,P21,P21,P21,P20,P08,P20,P21,P21,P21,P21,P21,P10,P21,P21,P21,P21,P20,P13,P14,P07,,,,
34,,,,,,,,P01,P03,P04,P02,P02,P03,P02,P03,P02,P03,P01,P03,P18,P21,P21,P21,P21,P21,P10,P10,P14,P14,P14,P10,P21,P21,P21,P20,P08,P20,P21,P21,P21,P21,P07,P02,P05,P06,P03,P04,,,,,P06,P13,P08,P18,P21,P21,P21,P21,P21,P21,P08,P18,P21,P21,P21,P21,P20,P10,P10,P14,P14,P10,P10,P21,P21,P21,P21,P21,P20,P08,,,,,,
35,,,,,,,,P01,P03,P04,P02,P02,P03,P02,P03,P03,P03,P02,P05,P18,P21,P21,P21,P21,P21,P21,P21,P14,P14,P20,P21,P21,P21,P21,P20,P20,P14,P21,P21,P21,P21,P04,P03,P05,P02,P04,P04,,,,,,P07,P08,P18,P21,P21,P21,P21,P21,P21,P14,P18,P21,P21,P21,P21,P21,P21,P21,P20,P20,P21,P21,P21,P21,P21,P21,P21,P20,P08,,,,,,
36,,,,,,,,P01,P03,P03,P02,P02,P03,P02,P03,P03,P01,P03,P06,P18,P21,P21,P21,P21,P21,P21,P21,P21,P21,P20,P21,P21,P21,P21,P20,P20,P08,P21,P21,P21,P14,P02,P05,P01,P02,P04,P04,,,,,,P06,P07,P13,P21,P21,P21,P21,P21,P08,P21,P18,P21,P21,P21,P21,P21,P21,P20,P21,P21,P21,P21,P21,P21,P21,P21,P21,P20,P08,,,,,,
37,,,,,,,,P01,P04,P03,P02,P02,P02,P03,P03,P04,P04,P04,P06,P18,P21,P21,P21,P21,P21,P21,P21,P21,P20,P20,P21,P21,P21,P21,P20,P20,P20,P10,P10,P10,P08,P05,P01,P02,P02,P04,P04,,,,,,,P06,P08,P20,P21,P20,P14,P10,P20,P20,P18,P21,P21,P21,P21,P14,P20,P20,P21,P21,P21,P21,P21,P21,P21,P21,P21,P18,P07,,,,,,
38,,,,,,,,P01,P04,P02,P02,P02,P02,P03,P03,P04,P04,P04,P06,P20,P21,P21,P21,P21,P21,P21,P21,P21,P21,P20,P13,P13,P20,P21,P18,P20,P21,P21,P21,P20,P08,P02,P02,P03,P03,P04,P04,,,,,,,,P07,P10,P10,P10,P20,P21,P21,P20,P18,P13,P20,P18,P18,P18,P20,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P18,,,,,,,
39,,,,,,,,,P04,P02,P02,P02,P02,P03,P03,P04,P04,P04,P05,P18,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P20,P18,P21,P21,P21,P21,P21,P21,P20,P05,P02,P02,P03,P04,P04,P04,,,,,,,,,P13,P21,P21,P21,P21,P21,P21,P13,P18,P18,P18,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P18,,,,,,,
40,,,,,,,,P01,P04,P02,P02,P02,P02,P03,P03,P04,P02,P04,P03,P18,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P10,P02,P02,P02,P03,P04,P05,P03,,,,,,,,,P08,P18,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P10,,,,,,,
41,,,,,,,,P01,P03,P02,P02,P02,P02,P03,P04,P04,P04,P04,P03,P13,P20,P21,P21,P21,P21,P21,P21,P16,P18,P20,P21,P21,P21,P21,P21,P21,P21,P21,P18,P03,P02,P02,P02,P04,P05,P05,P01,,,,,,,,,,P13,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P20,P10,,,,,,,
42,,,,,,,,P01,P03,P02,P02,P02,P02,P03,P04,P04,P04,P04,P03,P07,P18,P21,P21,P21,P21,P21,P20,P16,P16,P16,P16,P18,P18,P21,P21,P21,P21,P20,P06,P02,P02,P02,P02,P05,P04,P05,P01,,,,,,,,,,P08,P18,P21,P21,P21,P21,P21,P21,P21,P21,P21,P18,P16,P16,P16,P16,P21,P21,P21,P21,P21,P21,P13,P13,P08,,,,,,
43,,,,,,,,P03,P02,P02,P02,P02,P02,P02,P04,P04,P04,P04,P04,P05,P13,P21,P21,P21,P21,P21,P21,P20,P16,P16,P16,P16,P16,P21,P21,P21,P20,P06,P02,P02,P02,P02,P03,P05,P04,P05,,,,,,,,,,,,P10,P18,P21,P21,P21,P21,P21,P13,P16,P16,P16,P16,P16,P16,P21,P21,P21,P21,P21,P21,P20,P13,P18,P10,,,,,,
44,,,,,,,,P04,P02,P02,P02,P02,P02,P02,P04,P04,P04,P04,P04,P07,P08,P18,P21,P21,P21,P21,P21,P21,P20,P18,P16,P18,P21,P21,P21,P14,P05,P02,P02,P02,P02,P02,P04,P05,P04,P04,,,,,,,,,,,,,P13,P18,P21,P21,P21,P21,P16,P16,P16,P16,P16,P18,P21,P21,P21,P21,P21,P21,P21,P13,P18,P18,P13,,,,,,
45,,,,,,,P01,P04,P02,P02,P02,P02,P02,P02,P04,P04,P04,P04,P04,P05,P18,P08,P20,P21,P21,P21,P21,P21,P21,P20,P20,P21,P21,P21,P08,P02,P02,P02,P02,P02,P02,P02,P05,P04,P04,P03,,,,,,,,,,,,,,P10,P18,P21,P21,P21,P21,P18,P18,P18,P18,P20,P21,P21,P21,P21,P21,P21,P18,P18,P20,P20,P18,P08,,,,,
46,,,,,,,P04,P04,P04,P04,P02,P02,P02,P02,P03,P04,P04,P04,P04,P03,P13,P13,P10,P21,P21,P21,P21,P21,P21,P21,P21,P21,P20,P07,P02,P02,P02,P02,P02,P02,P02,P03,P05,P04,P04,P03,,,,,,,,,,,,,,,P08,P18,P20,P21,P21,P21,P20,P18,P20,P21,P21,P21,P21,P21,P21,P20,P13,P20,P21,P21,P18,P18,P10,P11,P15,P07,
47,,,,,,P01,P03,P04,P04,P04,P02,P02,P02,P02,P02,P04,P04,P04,P06,P03,P10,P18,P13,P10,P21,P21,P21,P21,P21,P21,P21,P20,P06,P02,P02,P02,P02,P03,P02,P02,P02,P03,P04,P04,P04,P03,,,,,,,,,,,,,,,,P06,P13,P20,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P20,P13,P18,P21,P21,P21,P18,P18,P18,P18,P08,P24,P19
48,,,,,P01,P03,P02,P04,P03,P04,P02,P02,P02,P02,P02,P04,P04,P04,P07,P03,P11,P21,P18,P13,P10,P20,P21,P21,P21,P21,P14,P05,P02,P02,P02,P02,P03,P03,P02,P02,P02,P04,P04,P04,P04,P01,,,,,,,,,,,,,,,,,P06,P10,P18,P21,P21,P21,P21,P21,P21,P21,P21,P20,P13,P18,P20,P21,P21,P21,P20,P18,P18,P18,P10,P23,P24
49,P01,P01,P01,P01,P03,P02,P02,P03,P03,P04,P02,P02,P02,P02,P02,P04,P04,P04,P07,P06,P07,P21,P21,P18,P18,P13,P10,P10,P11,P06,P01,P02,P02,P02,P02,P02,P03,P03,P03,P04,P02,P04,P04,P04,P04,P01,,,,,,,,,,,,,,,,,,P10,P10,P13,P20,P21,P21,P21,P21,P21,P20,P13,P18,P20,P21,P21,P21,P21,P20,P18,P18,P18,P10,P24,P24
50,,P01,P02,P02,P02,P02,P03,P03,P03,P04,P02,P02,P02,P02,P02,P04,P04,P04,P06,P07,P06,P21,P21,P21,P18,P18,P18,P18,P07,P02,P02,P02,P02,P02,P02,P02,P03,P03,P03,P04,P04,P04,P04,P04,P04,P01,,,,,,,,,,,,,,,,,P15,P10,P18,P13,P10,P13,P13,P13,P13,P13,P13,P18,P18,P21,P21,P21,P21,P21,P21,P18,P18,P18,P11,P24,P24
51,P12,P12,P09,P06,P03,P03,P03,P02,P03,P02,P02,P02,P02,P02,P02,P02,P02,P04,P06,P06,P07,P21,P21,P21,P21,P20,P18,P18,P03,P02,P02,P02,P02,P02,P02,P03,P03,P04,P04,P04,P03,P04,P04,P04,P03,P01,,,,,,,,,,,,,,,,P11,P15,P08,P18,P18,P18,P13,P13,P13,P18,P18,P18,P18,P21,P21,P21,P21,P21,P21,P21,P18,P18,P10,P22,P24,P24
52,P12,P12,P12,P05,P03,P02,P02,P02,P02,P02,P02,P02,P02,P04,P02,P03,P02,P04,P06,P06,P07,P21,P21,P21,P21,P21,P20,P13,P06,P02,P02,P02,P02,P02,P04,P03,P03,P04,P04,P04,P03,P03,P04,P03,P03,P01,,,,,,,,,,,,,,P11,P19,P24,P11,P18,P18,P18,P18,P18,P18,P18,P18,P18,P20,P21,P21,P21,P21,P21,P21,P21,P21,P18,P18,P11,P24,P24,P24
53,P12,P12,P12,P12,P12,P05,P02,P02,P02,P02,P02,P02,P02,P04,P03,P03,P02,P04,P06,P05,P11,P21,P21,P21,P21,P21,P20,P13,P13,P03,P02,P03,P02,P02,P04,P03,P03,P04,P04,P04,P04,P03,P04,P03,P02,,,,,,,,,,,,,,P11,P23,P23,P24,P15,P18,P18,P18,P18,P18,P18,P18,P18,P20,P21,P21,P21,P21,P21,P21,P21,P21,P21,P18,P10,P23,P24,P24,P23
54,P12,P12,P12,P12,P12,P01,P01,P02,P02,P02,P02,P02,P02,P04,P03,P03,P02,P04,P03,P07,P11,P21,P21,P21,P21,P21,P20,P18,P18,P13,P03,P02,P03,P02,P04,P03,P03,P04,P04,P04,P04,P04,P04,P04,P01,,,,,,,,,,,,P11,P19,P23,P23,P23,P24,P22,P10,P18,P18,P18,P18,P21,P20,P20,P21,P21,P21,P21,P21,P21,P21,P21,P21,P20,P13,P19,P24,P24,P24,P23
55,P12,P17,P12,P12,P09,P05,P03,P04,P02,P02,P02,P02,P02,P03,P04,P03,P02,P04,P03,P14,P11,P21,P21,P21,P21,P21,P20,P18,P18,P18,P13,P07,P03,P02,P03,P03,P02,P04,P04,P03,P03,P04,P04,P04,P04,P05,,,,,,,,,P11,P22,P23,P23,P22,P23,P23,P24,P24,P11,P18,P18,P18,P18,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P13,P15,P24,P24,P24,P23,P24
56,P17,P17,P12,P17,P09,P09,P04,P09,P06,P02,P02,P02,P02,P03,P04,P03,P02,P04,P05,P20,P14,P21,P21,P21,P21,P21,P20,P20,P21,P20,P18,P18,P13,P04,P02,P02,P02,P04,P04,P03,P03,P03,P04,P06,P05,P12,P05,,,,,,P11,P19,P24,P22,P23,P22,P22,P24,P23,P24,P24,P23,P10,P18,P18,P18,P20,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P14,P15,P24,P24,P24,P24,P23,P24
57,P17,P17,P17,P17,P09,P12,P06,P12,P06,P01,P01,P02,P02,P02,P04,P04,P02,P03,P05,P14,P21,P21,P21,P21,P21,P21,P20,P21,P21,P21,P21,P18,P18,P13,P02,P02,P01,P03,P03,P03,P03,P03,P03,P06,P06,P12,P12,,,,P15,P23,P23,P23,P22,P22,P22,P22,P22,P23,P24,P23,P24,P24,P22,P10,P18,P18,P18,P21,P21,P21,P21,P21,P21,P21,P21,P20,P11,P19,P24,P24,P24,P24,P23,P23,P24
58,P17,P17,P17,P12,P12,P12,P12,P12,P05,P01,P05,P03,P02,P02,P04,P04,P02,P02,P03,P20,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P18,P13,P06,P01,P01,P02,P03,P03,P02,P03,P03,P05,P09,P12,P12,P09,P11,P23,P23,P22,P22,P23,P23,P22,P24,P23,P22,P23,P24,P24,P23,P24,P24,P23,P11,P10,P18,P20,P21,P21,P21,P21,P21,P14,P11,P15,P24,P24,P24,P24,P24,P23,P23,P24,P24
59,P17,P17,P12,P12,P12,P17,P12,P12,P06,P06,P09,P09,P01,P02,P03,P04,P02,P02,P04,P10,P20,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P13,P12,P12,P06,P05,P02,P02,P03,P02,P02,P02,P01,P12,P12,P12,P11,P24,P23,P22,P22,P23,P24,P24,P22,P24,P24,P23,P24,P24,P24,P23,P24,P24,P24,P24,P23,P15,P11,P11,P11,P11,P11,P11,P19,P24,P24,P24,P24,P24,P24,P23,P23,P23,P24,P24
60,P17,P17,P12,P17,P17,P17,P12,P12,P12,P12,P09,P12,P06,P02,P02,P04,P02,P06,P06,P09,P12,P14,P14,P20,P21,P21,P21,P21,P21,P14,P14,P12,P12,P12,P17,P12,P09,P09,P02,P02,P02,P02,P02,P02,P09,P12,P11,P24,P22,P22,P23,P24,P24,P24,P24,P22,P23,P24,P24,P24,P24,P24,P24,P23,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P23,P23,P23,P24,P24,P24
61,P17,P12,P12,P17,P17,P12,P12,P12,P17,P12,P12,P12,P12,P05,P01,P03,P02,P12,P06,P12,P12,P17,P17,P12,P12,P12,P12,P12,P12,P17,P17,P17,P17,P17,P17,P17,P12,P12,P09,P02,P02,P02,P02,P06,P09,P09,P22,P22,P22,P23,P24,P24,P24,P24,P24,P23,P23,P24,P24,P24,P24,P24,P24,P23,P23,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P23,P23,P22,P22,P23,P24,P24,P24
62,P12,P12,P17,P17,P12,P12,P17,P17,P17,P12,P12,P12,P12,P09,P05,P02,P06,P12,P12,P12,P17,P17,P17,P12,P17,P17,P17,P12,P17,P17,P17,P17,P17,P17,P12,P12,P17,P12,P12,P09,P03,P02,P03,P05,P09,P11,P22,P22,P22,P23,P24,P24,P24,P24,P24,P24,P23,P24,P24,P24,P24,P24,P24,P24,P22,P23,P23,P23,P23,P24,P24,P24,P24,P24,P24,P24,P23,P23,P23,P23,P22,P22,P23,P24,P24,P24,P24
