row/col,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
41,,,,,,,,,,,P03,P03,P03,P03,P03,P03,P03,P03,P03,P03,P03,P03,P03,P03,P03,,P03,P19,P24,P24,P24,P24,P24,P24,P24,P19,P07,P07,P05,P24,P24,P16,P09,P19,P18,P11,P19,P11,P11,P11,P11,P11,P11,P11,P11,P11,P11,P11,P11,P22,P22,P22,P22,P15,P14,P17,P23,P23,P23,P17,P03,,,,,,,,,,,,,,,,
42,,,,,,,,,,P03,P03,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P03,P03,P16,P21,P24,P24,P24,P24,P24,P24,P24,P11,P07,P07,P14,P24,P21,P11,P11,P21,P22,P18,P11,P11,P11,P11,P11,P11,P11,P11,P11,P11,P11,P11,P22,P22,P22,P22,P22,P22,P22,P14,P17,P19,P21,P21,P19,P03,P03,P03,P03,,,,,,,,,,,,
43,,,,,,,,,,,,P03,P03,P03,P03,P03,P03,P03,P03,P03,P03,P03,P03,P03,,P03,P16,P24,P24,P24,P24,P24,P24,P24,P21,P07,P07,P05,P21,P24,P15,P11,P22,P22,P22,P22,P11,P11,P11,P11,P11,P11,P11,P11,P11,P11,P11,P22,P22,P22,P22,P22,P22,P22,P21,P21,P21,P21,P24,P21,P24,P24,P24,P21,P21,P03,,,,,,,,,,,
44,,,,,,,,,,,,,P03,P07,P05,P05,P03,P05,P03,P02,P05,P05,P05,P14,P03,P16,P19,P24,P24,P24,P24,P24,P24,P24,P15,P07,P07,P08,P24,P19,P09,P18,P22,P22,P22,P22,P22,P11,P11,P11,P11,P11,P11,P11,P11,P11,P22,P22,P22,P22,P22,P22,P21,P21,P21,P24,P24,P24,P24,P24,P24,P24,P24,P24,P19,P03,,,,,,,,,,,
45,,,,,,,,,,,,P03,P09,P09,P09,P09,P03,P05,P03,P05,P07,P05,P11,P21,P21,P16,P19,P19,P19,P24,P24,P21,P24,P24,P15,P07,P07,P16,P21,P11,P11,P22,P22,P22,P22,P22,P22,P22,P22,P11,P11,P11,P11,P11,P11,P18,P22,P22,P22,P22,P22,P21,P21,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P21,P16,P03,,,,,,,,,,,
46,,,,,,,,,,,,P03,P09,P09,P07,P07,P03,P05,P03,P07,P05,P07,P15,P24,P21,P16,P19,P19,P19,P21,P21,P21,P24,P24,P07,P07,P07,P16,P14,P11,P18,P22,P22,P22,P22,P22,P22,P22,P22,P22,P11,P11,P11,P11,P11,P22,P22,P22,P22,P22,P21,P21,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P21,P16,P03,,,,,,,,,,,
47,,,,,,,,,,P03,P03,P09,P09,P09,P07,P09,P03,P05,P03,P07,P05,P05,P15,P21,P19,P14,P19,P19,P16,P19,P19,P24,P24,P24,P07,P07,P05,P19,P08,P11,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P11,P11,P11,P18,P22,P22,P22,P22,P21,P21,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P19,P03,,,,,,,,,,,
48,,,,,,,,,P03,P13,P07,P09,P09,P09,P09,P09,P03,P05,P03,P02,P02,P05,P15,P21,P19,P14,P16,P16,P14,P16,P16,P24,P24,P21,P08,P08,P08,P16,P07,P18,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P21,P21,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P03,,,,,,,,,,,
49,,,,,,,,P03,P13,P13,P05,P09,P09,P09,P09,P09,P03,P05,P03,P05,P02,P05,P11,P19,P16,P16,P14,P16,P14,P14,P16,P24,P24,P19,P07,P07,P08,P16,P09,P18,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P21,P24,P24,P16,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P03,,,,,,,,,,
50,,,,,,,P03,P13,P07,P09,P05,P09,P09,P09,P09,P09,P03,P05,P03,P02,P05,P05,P05,P16,P14,P14,P14,P14,P14,P14,P19,P24,P24,P19,P05,P02,P10,P21,P11,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P21,P19,P24,P19,P19,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P03,,,,,,,,,,
51,,,,,,,P03,P13,P07,P07,P05,P09,P09,P09,P09,P09,P03,P05,P03,P02,P05,P05,P05,P05,P14,P14,P14,P14,P14,P14,P19,P24,P24,P14,P10,P16,P16,P21,P21,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P21,P19,P24,P21,P16,P21,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P03,,,,,,,,,,
