row/col,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
12,,,,,,,,,,,,,,,,,,,P04,P16,P08,P19,P19,,,,,,,,,,,,,,,,P08,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P16,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,P14,P16,P08,P19,P16,,,,,,,,,,,,,,,,P19,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P19,P19,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,P16,P16,P08,P20,P16,,,,,,,,,,,,,,,,P19,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P19,P16,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,P16,P14,P08,P24,P14,,,,,,,,,,,,,,,,P19,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P16,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,P16,P14,P08,P24,,,,,,,,,,,,,,,,,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P16,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,P16,P14,P08,P24,,,,,,,,,,,,,,,,P16,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P19,P19,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,P16,P14,P08,P20,,,,,,,,,,,,,,,,P19,P23,P23,P23,P23,P23,P19,P16,P20,P17,P14,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P19,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,P16,P14,P14,P19,,,,,,,,,,,,,,,,P19,P23,P23,P23,P19,P19,P17,P18,P22,P22,P22,P18,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P16,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,P08,P08,P14,P14,,,,,,,,,,,,,,,,P19,P23,P23,P23,P16,P20,P18,P22,P22,P22,P22,P22,P20,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P14,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,P04,P08,P14,P04,,,,,,,,,,,,,,,,P19,P19,P23,P16,P23,P20,P22,P22,P22,P22,P22,P22,P22,P20,P19,P23,P23,P23,P23,P23,P19,P19,P23,P23,P23,P23,P23,P14,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,P04,P08,P14,,,,,,,,,,,,,,,,,P16,P19,P19,P19,P19,P18,P22,P22,P22,P22,P22,P22,P22,P22,P20,P19,P23,P23,P23,P23,P23,P19,P19,P19,P19,P23,P23,P19,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,P08,P06,P08,,,,,,,,,,,,,,,,,P14,P19,P19,P19,P19,P22,P22,P22,P22,P22,P22,P22,P22,P22,P20,P20,P17,P23,P23,P23,P23,P23,P23,P19,P19,P19,P19,P16,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,P14,P06,P08,,,,,,,,,,,,,,,,,P16,P19,P19,P19,P12,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P20,P22,P18,P16,P23,P23,P23,P23,P23,P19,P19,P16,P08,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,P08,P14,P04,P08,,,,,,,,,,,,,,,,,P04,P16,P19,P19,P13,P18,P18,P22,P22,P22,P22,P22,P22,P22,P22,P22,P20,P12,P05,P12,P19,P23,P23,P23,P23,P19,P19,P16,P14,P04,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,P14,P14,P04,P14,,,,,,,,,,,,,,,,,,P08,P19,P19,P13,P13,P05,P03,P12,P13,P18,P22,P22,P22,P12,P03,P04,P16,P04,P02,P09,P13,P16,P19,P19,P19,P19,P19,P16,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,P14,P08,P08,P14,,,,,,,,,,,,,,,,,,,P23,P16,P13,P13,P01,P25,P03,P04,P03,P18,P22,P13,P05,P03,P16,P25,P16,P14,P18,P13,P14,P16,P16,P14,P16,P08,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,P14,P08,P08,P08,,,,,,,,,,,,,,,,,,,P19,P19,P17,P18,P03,P06,P12,P13,P18,P18,P22,P22,P22,P18,P13,P05,P05,P18,P18,P18,P14,P16,P23,P16,P16,P19,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,P14,P06,,,,P16,P08,P08,P08,,,,P04,,,,,,,,,,P08,P01,,,,P19,P19,P12,P22,P18,P18,P18,P22,P22,P22,P22,P22,P22,P22,P22,P22,P18,P22,P22,P18,P12,P19,P23,P19,P19,P23,P16,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,P01,P04,,,,P16,P08,P08,P08,,,P08,P04,,,,,,,,,P04,P04,P04,,,,P23,P19,P08,P18,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P18,P22,P18,P06,P19,P23,P23,P19,P23,P23,P14,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,P04,P04,,P04,P16,P04,P08,P08,,P08,P08,,,,,,,,,P04,P04,P04,P14,P04,,P08,P23,P19,P16,P13,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P18,P18,P08,P16,P23,P23,P23,P23,P23,P19,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,P01,P06,,P06,P16,P04,P08,P08,P04,P14,P01,,,,,,,,P04,P04,P04,P04,P14,P04,P01,P14,P23,P23,P16,P08,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P18,P18,P08,P16,P23,P23,P23,P23,P23,P23,P19,P08,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,P01,P04,P03,P08,P14,P01,P08,P04,P14,P04,,,,,,,,P01,P01,P04,P04,P04,P04,P14,P04,P14,P23,P23,P16,P08,P18,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P18,P18,P13,P08,P14,P23,P23,P23,P23,P23,P23,P23,P23,P19,P16,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,P01,P06,P06,P08,P04,P16,P14,P14,P01,,,,,,,,P01,P04,P04,P04,P04,P04,P06,P04,P04,P23,P23,P23,P14,P12,P18,P22,P22,P22,P22,P13,P13,P22,P22,P22,P22,P22,P18,P18,P05,P08,P14,P19,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P19,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,P06,P06,P06,P04,P06,P19,P06,P06,,,,,,,,,,P01,P04,P04,P04,P02,P03,P05,P02,P19,P23,P23,P23,P14,P18,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P18,P13,P09,P08,P14,P19,P23,P23,P23,P23,P23,P16,P19,P19,P19,P14,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,P12,P12,P06,P06,P06,P16,P06,P06,,,,,,,,,,P01,P04,P04,P14,P19,P19,P17,P12,P16,P20,P23,P23,P23,P14,P18,P22,P22,P13,P13,P13,P13,P13,P22,P22,P18,P18,P13,P13,P08,P08,P16,P23,P23,P23,P23,P23,P19,P14,,,,,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,,P12,P12,P06,P06,P08,P16,P14,P03,,,,,,,,,,,P04,P20,P24,P24,P24,P19,P09,P09,P16,P23,P23,P23,P19,P12,P22,P22,P18,P18,P18,P18,P18,P22,P22,P18,P13,P13,P13,P06,P14,P14,P19,P23,P23,P19,P19,P23,P23,,,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,P06,P06,P06,P06,P06,P08,P06,P03,,,,,,,,,P16,P16,P20,P24,P24,P24,P24,P09,P09,P05,P06,P16,P23,P23,P23,P19,P12,P22,P22,P18,P18,P18,P22,P22,P18,P09,P13,P13,P13,P13,P14,P14,P16,P23,P23,P23,P19,P19,P23,P19,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,P01,P02,P03,P06,P06,P06,P03,,,,,,,,P16,P24,P24,P24,P24,P24,P24,P24,P17,P09,P09,P03,P20,P19,P19,P23,P23,P19,P19,P13,P22,P22,P22,P22,P22,P22,P09,P13,P13,P13,P13,P13,P13,P14,P14,P16,P23,P23,P23,P19,P16,P23,P16,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,P04,P04,P01,P04,P02,P03,,,,,,,P08,P14,P24,P24,P24,P24,P24,P24,P24,P24,P09,P09,P05,P16,P24,P20,P06,P19,P14,P23,P16,P12,P13,P22,P22,P22,P18,P13,P13,P13,P13,P13,P13,P13,P18,P18,P14,P16,P19,P23,P23,P23,P19,P16,P19,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,P04,P01,P01,P04,P04,P03,,,,P03,,P08,P16,P19,P24,P24,P24,P24,P24,P24,P24,P17,P09,P09,P03,P24,P24,P17,P09,P19,P18,P12,P19,P12,P09,P09,P09,P09,P13,P13,P13,P13,P13,P13,P13,P22,P22,P22,P22,P17,P14,P19,P23,P23,P23,P19,P14,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,P01,P01,P08,P04,P04,P02,P05,P05,P07,P03,P02,P14,P16,P20,P24,P24,P24,P24,P24,P24,P24,P12,P09,P05,P14,P24,P20,P12,P13,P20,P22,P18,P17,P09,P13,P13,P13,P13,P13,P13,P13,P13,P13,P13,P22,P22,P22,P22,P22,P22,P22,P14,P16,P19,P20,P20,P20,P19,P19,P19,P16,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,P01,P04,P04,P01,P03,P03,P05,P05,P03,P12,P16,P16,P24,P24,P24,P24,P24,P24,P24,P20,P05,P09,P03,P20,P24,P17,P13,P22,P22,P22,P22,P13,P13,P13,P13,P13,P13,P13,P13,P13,P13,P13,P22,P22,P22,P22,P22,P22,P22,P20,P20,P20,P20,P24,P20,P24,P24,P24,P20,P20,P16,,,,,,,,,,,
44,,,,,,,,,,,,,P03,P05,P05,P05,P06,P03,P01,P02,P03,P03,P05,P12,P24,P16,P19,P24,P24,P24,P24,P24,P24,P24,P17,P09,P09,P06,P24,P19,P09,P18,P22,P22,P22,P22,P22,P13,P13,P13,P13,P13,P13,P13,P13,P13,P18,P22,P22,P22,P22,P22,P20,P20,P20,P24,P24,P24,P24,P24,P24,P24,P24,P24,P19,P14,,,,,,,,,,,
45,,,,,,,,,,,,P03,P09,P09,P09,P09,P09,P09,P09,P03,P05,P03,P09,P20,P20,P16,P19,P19,P19,P24,P24,P20,P24,P24,P12,P09,P05,P16,P20,P12,P13,P22,P22,P22,P22,P22,P22,P22,P22,P13,P13,P13,P13,P13,P13,P18,P22,P22,P22,P22,P22,P20,P20,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P20,P16,P14,,,,,,,,,,,
46,,,,,,,,,,,,P03,P09,P09,P09,P09,P09,P09,P09,P09,P05,P05,P12,P24,P20,P16,P19,P19,P19,P20,P20,P20,P24,P24,P09,P09,P05,P16,P12,P13,P18,P22,P22,P22,P22,P22,P22,P22,P22,P22,P13,P13,P13,P13,P13,P22,P22,P22,P22,P22,P20,P20,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P20,P16,P16,,,,,,,,,,,
47,,,,,,,,,,P08,P06,P09,P09,P09,P09,P09,P09,P02,P03,P05,P03,P03,P17,P20,P19,P16,P19,P19,P16,P19,P19,P24,P24,P24,P05,P05,P05,P19,P12,P13,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P13,P13,P13,P13,P22,P22,P22,P22,P20,P20,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P19,P16,P04,,,,,,,,,,
48,,,,,,,,,P06,P10,P07,P09,P09,P09,P09,P09,P09,P09,P05,P02,P02,P03,P17,P20,P19,P14,P16,P16,P14,P16,P16,P24,P24,P20,P06,P06,P06,P16,P09,P13,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P20,P20,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P19,P08,,,,,,,,,,
49,,,,,,,P04,P12,P10,P10,P05,P09,P09,P05,P09,P09,P09,P09,P09,P03,P02,P05,P12,P19,P16,P16,P14,P16,P14,P14,P16,P24,P24,P17,P05,P09,P06,P16,P09,P18,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P20,P24,P24,P16,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P14,,,,,,,,,,
50,,,,,,,P06,P10,P10,P10,P05,P09,P09,P05,P05,P09,P09,P03,P03,P02,P03,P05,P05,P16,P14,P14,P14,P14,P14,P14,P19,P24,P24,P17,P03,P02,P08,P20,P12,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P20,P20,P24,P19,P19,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P20,,,,,,,,,,
51,,,,,,,P09,P10,P05,P05,P05,P09,P09,P09,P09,P09,P09,P09,P05,P02,P03,P05,P05,P05,P14,P14,P14,P14,P14,P14,P19,P24,P24,P14,P08,P16,P16,P20,P20,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P20,P19,P24,P20,P16,P20,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P08,,,,,,,,,
52,,,,,,P04,P07,P07,P03,P03,P03,P05,P05,P05,P05,P09,P09,P09,P03,P02,P03,P03,P03,P03,P03,P14,P14,P14,P14,P14,P20,P24,P24,P08,P12,P05,P08,P20,P20,P20,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P20,P16,P20,P24,P16,P19,P20,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P16,,,,,,,,,
53,,,,,,P08,P10,P07,P03,P03,P03,P09,P09,P09,P05,P05,P09,P03,P02,P02,P03,P02,P02,P02,P02,P02,P08,P14,P14,P14,P20,P24,P24,P12,P06,P05,P03,P20,P20,P24,P24,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P19,P16,P24,P19,P14,P19,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P20,P16,,,,,,,,,
54,,,,,P11,P09,P05,P05,P03,P02,P03,P05,P09,P09,P09,P09,P09,P05,P02,P01,P02,P02,P02,P02,P02,P02,P02,P02,P03,P04,P20,P24,P24,P17,P06,P05,P06,P24,P20,P24,P24,P24,P20,P22,P22,P22,P22,P22,P22,P22,P22,P22,P22,P20,P19,P16,P16,P16,P16,P16,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P20,P16,P16,,,,,,,,,
55,,,,,P11,P10,P05,P03,P03,P02,P02,P02,P03,P02,P02,P02,P01,P01,P01,P01,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P20,P20,P20,P17,P09,P09,P06,P24,P24,P19,P19,P16,P19,P17,P22,P22,P22,P22,P22,P22,P20,P19,P19,P16,P16,P16,P16,P16,P16,P20,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P20,P16,P16,P14,,,,,,,,,
56,,,,,P04,P05,P03,P03,P03,P02,P02,P02,P02,P01,P01,P04,P01,P01,P02,P02,P02,P02,P02,P02,P02,P02,P01,P01,,P12,P21,P21,P21,P17,P09,P09,P05,P24,P24,P16,P14,P14,P14,P16,P18,P22,P20,P20,P20,P16,P16,P16,P16,P16,P16,P16,P16,P16,P19,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P19,P16,P16,P16,P14,,,,,,,,,
57,,,,,,P04,P03,P03,P03,P02,P02,P02,P02,P01,P04,P04,P04,P01,P02,P02,P02,P02,P01,P01,P01,,,,,P17,P21,P21,P21,P17,P09,P09,P05,P21,P21,P17,P14,P14,P16,P20,P18,P17,P19,P16,P16,P16,P16,P16,P16,P16,P16,P16,P20,P19,P20,P19,P19,P19,P19,P20,P20,P24,P24,P24,P24,P24,P24,P24,P24,P19,P16,P16,P19,P14,,,,,,,,,
58,,,,,,P04,P03,P03,P03,P03,P02,P02,P02,P08,P14,P08,P04,P01,P02,P02,P02,,,,,,,,,P17,P21,P21,P21,P21,P09,P09,P05,P17,P21,P21,P17,P17,P17,P20,P22,P20,P19,P16,P16,P16,P16,P16,P16,P19,P20,P24,P20,P12,P05,P09,P09,P17,P20,P20,P20,P20,P24,P24,P24,P24,P24,P24,P24,P20,P16,P16,P19,P14,,,,,,,,,
59,,,,,,,P04,P07,P04,P04,P03,P02,P02,P04,P08,P08,P01,P01,P02,P02,P01,,,,,,,,,P17,P21,P21,P21,P21,P09,P09,P09,P17,P21,P21,P21,P21,P21,P17,P17,P20,P16,P14,P14,P16,P19,P20,P24,P20,P20,P17,P12,P09,P09,P09,P09,P09,P09,P17,P24,P24,P24,P24,P24,P24,P24,P24,P24,P16,P16,P16,P19,P14,,,,,,,,,
60,,,,,,,,P09,P01,P04,P04,P03,P03,P01,P04,P01,P01,P01,P02,P01,,,,,,,,,,P20,P24,P24,P20,P20,P12,P09,P09,P12,P21,P21,P21,P21,P17,P17,P17,P21,P21,P21,P21,P21,P20,P20,P20,P09,P09,P05,P09,P09,P09,P09,P09,P09,P09,P09,P12,P24,P24,P24,P24,P24,P24,P24,P16,P16,P16,P16,P16,P14,,,,,,,,,
61,,,,,,,,P03,,P04,P06,P09,P09,P09,P05,P03,P03,P03,P03,P03,P02,,,,,,,,P14,P24,P24,P24,P24,P24,P17,P09,P09,P09,P21,P21,P17,P17,P06,P17,P17,P21,P21,P21,P21,P21,P21,P21,P21,P09,P05,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P12,P24,P24,P24,P24,P24,P24,P16,P16,P16,P16,P16,P08,,,,,,,,,
62,,,,,,,,,,P04,P05,P09,P09,P09,P09,P09,P09,P09,P09,P05,P02,,,,,,,,P20,P24,P24,P24,P24,P24,P17,P09,P09,P09,P24,P17,P12,P12,P17,P17,P21,P21,P21,P21,P21,P21,P21,P21,P09,P05,P05,P05,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P12,P24,P24,P20,P16,P16,P16,P16,P16,P16,P14,,,,,,,,,,
63,,,,,,,,,,P01,P05,P09,P09,P09,P09,P09,P09,P09,P09,P09,P05,P01,,,,,,P19,P24,P24,P24,P24,P24,P24,P20,P09,P09,P09,P17,P17,P17,P12,P21,P12,P21,P21,P21,P21,P21,P21,P21,P12,P05,P05,P05,P05,P05,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P17,P20,P24,P16,P16,P16,P16,P16,P14,P04,,,,,,,,,,
64,,,,,,,,,,P03,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P05,P03,,,,,P08,P24,P24,P24,P24,P24,P24,P24,P24,P09,P09,P09,P16,P17,P17,P21,P17,P16,P24,P24,P24,P20,P21,P21,P21,P05,P09,P09,P05,P05,P03,P02,P09,P09,P09,P09,P09,P09,P09,P09,P05,P05,P19,P20,P16,P16,P16,P16,P16,P08,,,,,,,,,,,
65,,,,,,,,,,P05,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P05,P05,P05,P03,,P19,P24,P24,P24,P24,P24,P24,P24,P24,P12,P09,P09,P12,P20,P17,P12,P14,P20,P24,P24,P24,P24,P24,P24,P12,P05,P05,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P05,P05,P05,P03,P08,P16,P16,P16,P16,P16,P16,P08,,,,,,,,,,,
66,,,,,,,,,,P03,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P05,P12,P12,P12,P17,P20,P24,P24,P24,P24,P17,P05,P09,P05,P14,P08,P08,P11,P11,P11,P20,P20,P20,P20,P19,P19,P20,P20,P19,P12,P09,P09,P09,P09,P09,P09,P05,P09,P09,P03,P05,P03,P02,P06,P16,P16,P16,P16,P16,P14,,,,,,,,,,,,
67,,,,,,,,,,P05,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P12,P17,P17,P17,P09,P05,P05,P07,P15,P11,P04,P01,P08,P20,P20,P20,P24,P24,P20,P20,P20,P24,P24,P19,P09,P09,P09,P09,P05,P03,P02,P02,P02,P03,P02,P02,P03,P16,P16,P16,P16,P08,,,,,,,,,,,,,
68,,,,,,,,,P01,P05,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P15,P15,P15,P10,P15,P15,P10,P11,P19,P16,P20,P20,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P20,P09,P09,P09,P09,P05,P03,P02,P02,P02,P02,P02,P03,P14,P14,P16,P14,,,,,,,,,,,,,,
69,,,,,,,,,,P03,P09,P09,P09,P09,P05,P09,P05,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P10,P15,P15,P10,P15,P15,P15,P11,P11,P24,P24,P20,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P20,P19,P09,P09,P09,P09,P05,P03,P02,P02,P02,P02,P03,P03,P14,P16,P04,,,,,,,,,,,,,,
70,,,,,,,,,,P02,P03,P05,P09,P05,P05,P05,P05,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P07,P15,P15,P10,P15,P15,P15,P12,P11,P14,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P20,P24,P24,P16,P09,P09,P05,P03,P03,P02,P02,P02,P03,P03,P03,P03,P06,,,,,,,,,,,,,,,
71,,,,,,,,,,P02,P02,P02,P03,P05,P05,P05,P03,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P10,P15,P15,P15,P15,P15,P15,P11,P04,P20,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P20,P20,P24,P24,P20,P05,P05,P03,P02,P02,P02,P02,P02,P03,P03,P03,P03,P03,,,,,,,,,,,,,,,
72,,,,,,,,,,,P01,P01,P01,P02,P02,P02,P02,P05,P03,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P07,P10,P15,P15,P15,P15,P12,P11,P19,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P20,P24,P24,P20,P20,P14,P03,P02,P02,P02,P02,P02,P02,P03,P03,P03,P03,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,P01,P01,P01,P01,P01,P02,P02,P03,P03,P03,P09,P09,P09,P09,P09,P09,P09,P09,P09,P07,P07,P07,P07,P15,P15,P15,P11,P08,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P20,P20,P16,P02,P02,P02,P02,P02,P02,P02,P14,P06,P06,P03,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,P14,P14,P08,P19,P16,,,,P01,P02,P02,P03,P03,P05,P05,P09,P09,P09,P09,P09,P10,P15,P15,P07,P10,P15,P15,P11,P08,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P20,P20,P20,P16,P03,P02,P02,P02,P02,P02,P04,P16,P16,P08,,,,,,,,,,,,,,,,,
