row/col,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
75,,,,,,,,,,,P14,P23,P19,P19,P16,P19,,,,,,,P01,P02,P02,P02,P05,P05,P03,P09,P05,P10,P15,P15,P07,P10,P15,P15,P11,P08,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P20,P20,P19,P16,P03,P02,P02,P02,P02,P02,P08,P16,P16,P08,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,P16,P23,P23,P16,P01,P16,,,,,,,,,P01,P01,P04,P03,P03,P05,P05,P10,P15,P15,P03,P10,P15,P15,P11,P08,P16,P20,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P20,P16,P16,P02,P02,P02,P02,P02,P02,P14,P16,P16,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,P14,P16,P19,P08,P01,P16,,,,,,,,,,,P01,P04,P04,P02,P09,P07,P10,P10,P07,P10,P15,P15,P11,P08,P16,P16,P16,P19,P20,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P19,P16,P16,P08,P01,P02,P02,P02,P02,P02,P16,P14,P08,,,,,,,,,,,,,,,,,,
78,,,,,,,,,,,P14,P16,P19,P08,P04,P16,,,,,,,,,,,,P04,P08,P08,P06,P06,P07,P07,P03,P07,P15,P15,P11,P04,P19,P16,P16,P16,P16,P19,P20,P24,P24,P24,P24,P24,P24,P20,P20,P16,P16,P16,P14,P01,P01,P02,P02,P02,P02,P08,P08,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,P08,P14,P16,P08,P04,P16,,,,,,,,,,,,,P08,P04,P01,P04,P07,P07,P07,P05,P10,P07,P11,P04,P20,P16,P16,P16,P16,P16,P16,P16,P24,P24,P24,P24,P20,P16,P16,P16,P16,P08,P01,P01,P02,P02,P02,P02,P02,P04,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,P04,P04,P14,P19,P19,P16,,,,,,,,,,,,,,P04,P01,P01,P07,P07,P07,P03,P05,P06,P11,P01,P16,P16,P16,P16,P16,P16,P16,P16,P19,P24,P24,P24,P16,P16,P16,P14,P02,P01,P01,P01,P02,P01,P01,P02,,,,,,,,,,,,,,,,,,,,,,,
81,,,,,,,,,,,P01,P04,P04,P23,P19,,,,,,,,,,,,,,,,,,P09,P07,P07,P01,P03,P06,P11,P01,P01,P16,P16,P16,P16,P16,P16,P16,P19,P19,P19,P16,P16,P14,P01,P01,P01,P01,P01,P01,P01,P01,P02,P02,P02,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,P04,P04,P04,,,,,,,,,,,,P04,P04,P04,,,,,P03,P10,P07,P01,P01,P03,P11,P01,P01,P14,P16,P16,P16,P16,P14,P08,P08,P14,P14,P14,P04,P01,P01,P01,P01,P01,P01,P01,P01,P01,P02,P02,P02,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,P04,P04,P04,,,,,,,,,,P04,P04,P04,P04,P04,P04,,,,,P09,P05,P01,P01,P01,P04,P01,P01,P01,P04,P04,P01,P01,P02,P02,P02,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P02,P02,P02,P02,P03,,,,,,,,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,,,,P01,P04,P04,P04,P04,P08,P08,,,,,P06,P03,P01,P01,P01,P04,P04,P01,P01,P04,P01,P01,P01,P02,P02,P02,P02,P02,P01,P01,P01,P01,P01,P01,P01,P02,P02,P02,P02,P02,P02,P03,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,,,,P04,P08,P04,P04,P04,P08,P04,,,,,P06,P04,P01,P01,P01,P01,P04,P04,P01,P01,P01,P01,P01,P01,P02,P02,P02,P02,P02,P02,P01,P01,P01,P01,P02,P02,P02,P02,P02,P02,P02,P02,P01,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,,,,,P08,P08,P04,P04,P04,P04,P02,,,,,P06,P06,P04,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,,,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,,,,P01,P04,P04,P04,P02,P03,P03,,,,,P06,P04,P04,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P01,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,P02,,,,,,,,,,,,,,,,,,,,
