row/col,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116
44,,,,,,,,,,,,,,,,,,P01,P04,P04,P01,P01,P02,P02,P01,P01,P02,P02,P01,P01,P16,P24,P24,P24,P24,P24,P24,P09,P24,P24,P24,P24,P20,P09,P20,P24,P24,P24,P12,P09,P24,P24,P24,P24,P24,P10,P01,P01,P06,P06,P02,P04,,,,,,P07,P16,P07,P21,P24,P24,P24,P24,P24,P24,P24,P09,P21,P23,P24,P24,P24,P24,P24,P09,P14,P20,P24,P20,P14,P09,P14,P24,P24,P24,P24,P24,P21,P06,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,P01,P01,P04,P04,P01,P01,P02,P01,P01,P01,P01,P01,P01,P02,P21,P24,P24,P24,P24,P24,P24,P24,P14,P09,P09,P09,P14,P24,P24,P24,P24,P23,P21,P09,P24,P24,P24,P24,P24,P06,P01,P04,P03,P01,P04,P04,,,,,,P06,P12,P07,P21,P24,P24,P24,P24,P24,P24,P24,P09,P21,P23,P24,P24,P24,P24,P24,P24,P20,P14,P09,P14,P20,P24,P24,P24,P24,P24,P24,P24,P21,P06,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,P01,P01,P04,P02,P01,P01,P02,P01,P01,P01,P01,P01,P02,P03,P21,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P23,P23,P09,P24,P24,P24,P24,P23,P03,P02,P05,P01,P01,P04,P04,,,,,,,P07,P09,P16,P24,P24,P24,P24,P24,P24,P14,P20,P21,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P21,P06,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,P01,P01,P01,P01,P01,P01,P02,P01,P01,P01,P04,P01,P04,P05,P21,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P23,P20,P07,P20,P24,P24,P20,P04,P05,P01,P01,P02,P04,P04,,,,,,,,P06,P09,P23,P24,P24,P24,P24,P14,P14,P24,P21,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P21,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,P01,P01,P01,P01,P01,P01,P02,P01,P01,P02,P02,P02,P04,P06,P21,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P23,P23,P24,P24,P24,P24,P24,P24,P23,P14,P09,P09,P07,P03,P01,P01,P01,P02,P04,P04,,,,,,,,,P07,P14,P20,P20,P14,P09,P14,P24,P23,P21,P23,P24,P24,P24,P23,P16,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P21,,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,,,P02,P02,P01,P01,P01,P01,P01,P04,P02,P02,P02,P04,P05,P21,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P23,P16,P16,P23,P24,P24,P24,P24,P24,P24,P24,P24,P09,P01,P01,P01,P02,P04,P04,P04,,,,,,,,,P07,P12,P14,P14,P20,P24,P24,P24,P23,P16,P16,P16,P23,P21,P21,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P16,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,P02,P02,P01,P01,P01,P01,P02,P04,P02,P02,P02,P04,P03,P21,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P21,P21,P16,P16,P24,P24,P24,P24,P24,P23,P03,P01,P01,P01,P02,P04,P04,P02,,,,,,,,,,P16,P23,P24,P24,P24,P24,P24,P24,P20,P16,P21,P21,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P23,P12,,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,,,,P02,P02,P01,P01,P01,P01,P02,P04,P02,P02,P02,P04,P01,P21,P24,P24,P24,P24,P24,P24,P16,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P09,P01,P01,P01,P02,P02,P04,P05,P02,,,,,,,,,,P07,P21,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P23,P07,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,,,P04,P01,P01,P01,P01,P01,P02,P04,P04,P02,P02,P04,P01,P12,P23,P24,P24,P24,P24,P24,P24,P12,P21,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P21,P02,P01,P01,P01,P02,P04,P04,P05,P01,,,,,,,,,,,P16,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P16,P24,P24,P24,P24,P24,P24,P21,P07,,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,,,P01,P04,P01,P01,P01,P01,P01,P01,P04,P04,P04,P04,P04,P02,P07,P21,P24,P24,P24,P24,P24,P24,P23,P19,P16,P19,P19,P23,P23,P24,P24,P24,P24,P24,P24,P23,P06,P01,P01,P01,P01,P04,P04,P04,P05,P01,,,,,,,,,,,P07,P21,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P23,P23,P21,P16,P16,P16,P24,P24,P24,P24,P24,P24,P23,P12,P16,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,P01,P01,P01,P01,P01,P01,P01,P01,P04,P04,P04,P04,P04,P02,P03,P16,P24,P24,P24,P24,P24,P24,P24,P21,P19,P19,P19,P19,P16,P16,P12,P24,P24,P24,P23,P07,P01,P01,P01,P01,P01,P04,P04,P04,P05,,,,,,,,,,,,,P12,P21,P24,P24,P24,P24,P24,P24,P24,P21,P21,P19,P19,P16,P16,P19,P19,P24,P24,P24,P24,P24,P24,P24,P21,P12,P21,P07,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,,,P01,P01,P01,P01,P01,P01,P01,P01,P04,P04,P04,P04,P04,P04,P06,P07,P21,P24,P24,P24,P24,P24,P24,P24,P23,P19,P19,P19,P19,P21,P24,P24,P24,P23,P06,P01,P01,P01,P01,P01,P02,P05,P04,P04,P04,,,,,,,,,,,,,,P16,P21,P24,P24,P24,P24,P12,P12,P12,P16,P16,P16,P19,P19,P19,P24,P24,P24,P24,P24,P24,P24,P23,P16,P21,P21,P09,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,P02,P02,P01,P01,P01,P01,P01,P01,P02,P04,P04,P04,P04,P04,P05,P12,P12,P23,P24,P24,P24,P24,P24,P24,P24,P23,P21,P19,P23,P24,P24,P24,P20,P03,P01,P01,P01,P01,P01,P01,P02,P04,P04,P04,P02,,,,,,,,,,,,,,,P16,P21,P24,P24,P24,P24,P21,P19,P19,P19,P19,P19,P19,P24,P24,P24,P24,P24,P24,P24,P24,P16,P21,P21,P21,P12,,,,,,,,,,,,,,,
57,,,,,,,,,,,,,,,,,P02,P02,P01,P01,P01,P01,P01,P01,P02,P04,P04,P04,P04,P04,P01,P21,P09,P16,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P09,P01,P01,P01,P01,P01,P01,P01,P01,P04,P04,P04,P04,P01,,,,,,,,,,,,,,,,P12,P21,P24,P24,P24,P24,P23,P21,P21,P21,P21,P21,P24,P24,P24,P24,P24,P24,P24,P21,P16,P21,P24,P23,P21,P07,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,P02,P02,P02,P02,P04,P01,P01,P01,P01,P01,P04,P04,P04,P04,P04,P02,P12,P21,P09,P21,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P07,P01,P01,P01,P01,P02,P01,P01,P01,P01,P04,P04,P04,P04,P01,,,,,,,,,,,,,,,,,P09,P21,P23,P24,P24,P24,P24,P21,P21,P23,P24,P24,P24,P24,P24,P24,P24,P23,P16,P21,P24,P24,P23,P21,P21,P12,P10,P22,P10,,,,,,,,,,
59,,,,,,,,,,,,,,,P01,P04,P02,P02,P04,P02,P01,P01,P01,P01,P01,P04,P04,P04,P04,P06,P02,P07,P23,P21,P09,P20,P24,P24,P24,P24,P24,P24,P24,P24,P23,P06,P01,P01,P01,P01,P02,P02,P01,P01,P01,P02,P04,P04,P04,P04,P01,,,,,,,,,,,,,,,,,,P06,P16,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P16,P21,P23,P24,P24,P24,P21,P21,P21,P21,P09,P22,P25,P15,P10,P10,,,,,,
60,,,,,,,,,,,,,,P01,P01,P01,P02,P02,P04,P02,P01,P01,P01,P01,P01,P04,P02,P04,P04,P07,P03,P06,P24,P21,P21,P12,P12,P24,P24,P24,P24,P24,P24,P20,P05,P01,P01,P01,P01,P01,P04,P02,P01,P01,P01,P04,P04,P04,P04,P04,P01,,,,,,,,,,,,,,,,,,,,P12,P21,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P16,P21,P23,P24,P24,P24,P24,P21,P21,P21,P21,P21,P15,P27,P28,P26,P26,P26,P15,P15,P10,P15,P15
61,,,,,,,,,,,,,P01,P01,P01,P01,P04,P02,P04,P02,P01,P01,P01,P01,P01,P02,P02,P04,P04,P06,P06,P05,P24,P24,P21,P21,P16,P09,P14,P23,P24,P20,P10,P02,P01,P01,P01,P01,P01,P01,P02,P02,P02,P04,P01,P04,P04,P04,P04,P04,P01,,,,,,,,,,,,,,,,,,,,P07,P09,P21,P23,P24,P24,P24,P24,P24,P24,P24,P23,P16,P16,P21,P24,P24,P24,P24,P24,P23,P21,P21,P21,P16,P15,P28,P28,P26,P26,P26,P28,P28,P28,P28,P26
62,,,,,,,,,,P01,P01,P01,P01,P01,P01,P01,P01,P04,P04,P02,P01,P01,P01,P01,P02,P02,P02,P02,P04,P06,P07,P03,P24,P24,P24,P21,P21,P21,P16,P12,P09,P01,P01,P01,P01,P01,P01,P02,P02,P02,P02,P02,P02,P04,P04,P04,P04,P04,P04,P02,P01,,,,,,,,,,,,,,,,,,,,P09,P21,P12,P12,P21,P23,P24,P24,P23,P23,P16,P12,P21,P21,P24,P24,P24,P24,P24,P24,P23,P21,P21,P21,P12,P25,P28,P28,P26,P26,P28,P28,P28,P28,P26,P25
63,,,,,,,,,P03,P05,P03,P01,P01,P01,P01,P01,P01,P01,P04,P02,P01,P01,P01,P04,P02,P02,P02,P02,P04,P06,P07,P05,P20,P24,P24,P24,P23,P21,P21,P21,P09,P01,P01,P01,P01,P01,P01,P04,P02,P02,P02,P02,P04,P04,P04,P04,P04,P04,P04,P01,P01,,,,,,,,,,,,,,,,,,,P22,P10,P16,P21,P21,P12,P12,P12,P12,P12,P12,P16,P21,P21,P23,P24,P24,P24,P24,P24,P24,P24,P21,P21,P21,P10,P28,P28,P28,P26,P26,P28,P27,P27,P26,P25,P25
64,,,,,,P05,P08,P13,P17,P13,P11,P08,P06,P01,P01,P01,P01,P01,P04,P02,P01,P01,P01,P04,P02,P02,P02,P02,P04,P05,P07,P06,P20,P24,P24,P24,P24,P23,P21,P21,P07,P01,P01,P01,P01,P01,P01,P04,P02,P02,P04,P02,P04,P04,P02,P04,P04,P04,P04,P01,P01,,,,,,,,,,,,,,,,,,P15,P22,P09,P12,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P23,P24,P24,P24,P24,P24,P24,P24,P24,P21,P21,P12,P22,P28,P28,P28,P26,P26,P28,P27,P26,P25,P25,P25
65,,,,P08,P13,P18,P18,P18,P13,P13,P11,P08,P03,P03,P01,P01,P01,P01,P04,P02,P01,P01,P01,P04,P02,P02,P02,P02,P04,P05,P06,P07,P20,P24,P24,P24,P24,P24,P24,P21,P09,P01,P01,P01,P01,P01,P01,P04,P04,P04,P04,P04,P04,P04,P02,P02,P04,P04,P02,P01,P01,,,,,,,,,,,,,,,,P15,P26,P28,P22,P16,P12,P21,P21,P21,P21,P21,P21,P21,P21,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P21,P21,P10,P28,P28,P28,P26,P28,P28,P28,P26,P25,P25,P25,P28
66,,P05,P13,P18,P18,P18,P18,P18,P18,P13,P11,P11,P13,P13,P05,P01,P01,P01,P01,P01,P01,P01,P01,P04,P02,P02,P02,P02,P04,P05,P05,P10,P20,P24,P24,P24,P24,P24,P23,P21,P21,P07,P01,P01,P02,P01,P01,P04,P04,P04,P04,P04,P04,P04,P04,P02,P04,P04,P01,P01,,,,,,,,,,,,,,,,P22,P26,P26,P28,P22,P12,P16,P21,P21,P21,P21,P21,P21,P21,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P21,P09,P25,P28,P28,P28,P26,P28,P28,P28,P25,P25,P25,P27,P28
67,P08,P18,P18,P18,P18,P18,P18,P17,P13,P11,P13,P13,P13,P13,P01,P01,P01,P01,P01,P01,P01,P01,P01,P02,P02,P04,P02,P02,P04,P02,P05,P10,P24,P24,P24,P24,P24,P24,P23,P21,P21,P21,P06,P01,P02,P02,P01,P04,P04,P01,P04,P04,P04,P04,P04,P02,P04,P02,P02,P01,,,,,,,,,,,,,,P10,P25,P26,P26,P26,P28,P27,P09,P21,P21,P21,P21,P21,P24,P23,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P23,P12,P15,P28,P28,P28,P28,P26,P28,P28,P26,P25,P25,P26,P28,P28
68,P18,P18,P17,P17,P18,P18,P17,P17,P11,P18,P18,P13,P13,P11,P01,P01,P01,P01,P01,P01,P01,P01,P01,P02,P04,P04,P02,P02,P04,P02,P09,P10,P24,P24,P24,P24,P24,P24,P23,P21,P21,P21,P21,P07,P01,P02,P01,P02,P02,P01,P04,P04,P04,P04,P04,P02,P04,P02,P06,P02,,,,,,,,,,,,P15,P26,P27,P26,P25,P26,P26,P28,P28,P15,P16,P21,P21,P21,P21,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P16,P15,P28,P28,P28,P28,P26,P28,P28,P26,P25,P25,P28,P28,P28,P28
69,P18,P13,P17,P18,P18,P18,P17,P11,P18,P18,P18,P13,P18,P08,P06,P05,P02,P08,P01,P01,P01,P01,P01,P02,P04,P02,P02,P02,P04,P01,P20,P14,P24,P24,P24,P24,P24,P24,P23,P21,P23,P23,P21,P21,P16,P07,P01,P01,P02,P01,P02,P04,P04,P04,P02,P02,P02,P04,P08,P08,P08,,,,,,,,P06,P15,P25,P26,P26,P25,P25,P26,P26,P26,P28,P28,P26,P09,P21,P21,P21,P21,P23,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P20,P15,P28,P28,P28,P28,P26,P28,P28,P27,P25,P25,P28,P28,P28,P28,P28
70,P13,P17,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P17,P08,P11,P06,P06,P11,P01,P01,P01,P01,P01,P01,P04,P02,P02,P02,P02,P02,P20,P20,P24,P24,P24,P24,P24,P24,P23,P23,P24,P24,P24,P21,P21,P21,P09,P01,P01,P01,P01,P04,P04,P02,P02,P02,P02,P04,P06,P08,P13,P08,,,,,P07,P22,P28,P25,P25,P25,P26,P25,P25,P25,P28,P26,P28,P28,P28,P25,P09,P21,P21,P21,P21,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P14,P15,P28,P28,P28,P28,P28,P26,P28,P28,P28,P25,P28,P28,P27,P28,P27,P27
71,P13,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P13,P13,P13,P08,P08,P08,P01,P01,P01,P01,P01,P01,P04,P04,P02,P02,P02,P02,P20,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P21,P21,P21,P03,P01,P01,P01,P02,P02,P02,P02,P02,P02,P02,P06,P11,P13,P13,P05,,P07,P22,P27,P26,P25,P25,P25,P25,P26,P28,P25,P25,P28,P28,P26,P28,P28,P28,P26,P10,P16,P21,P21,P23,P24,P24,P24,P24,P24,P24,P24,P24,P14,P10,P25,P28,P28,P28,P28,P28,P26,P26,P28,P28,P28,P28,P28,P28,P27,P27,P27,P27
72,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P17,P13,P13,P13,P17,P08,P08,P03,P01,P01,P01,P01,P01,P02,P04,P02,P01,P02,P02,P20,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P21,P12,P11,P01,P01,P01,P01,P02,P02,P01,P01,P01,P02,P03,P13,P13,P13,P08,P10,P27,P27,P25,P25,P25,P25,P25,P25,P26,P28,P26,P25,P26,P28,P28,P26,P28,P28,P28,P28,P15,P09,P12,P21,P24,P24,P24,P24,P24,P23,P14,P10,P22,P28,P28,P28,P28,P28,P28,P26,P26,P26,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28
73,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P13,P13,P17,P18,P17,P13,P08,P03,P08,P08,P11,P01,P01,P02,P02,P02,P01,P02,P05,P09,P20,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P24,P23,P12,P11,P13,P08,P01,P08,P01,P01,P02,P01,P01,P01,P01,P05,P13,P13,P11,P15,P27,P26,P25,P25,P26,P27,P27,P27,P26,P26,P27,P28,P25,P28,P28,P28,P28,P26,P27,P28,P28,P28,P28,P22,P15,P10,P10,P10,P10,P15,P15,P25,P28,P28,P28,P28,P28,P28,P28,P26,P26,P25,P28,P28,P28,P28,P28,P27,P27,P27,P27,P27,P28
74,P18,P18,P18,P17,P17,P18,P18,P18,P18,P18,P13,P13,P18,P18,P18,P11,P13,P11,P11,P13,P11,P11,P08,P01,P01,P02,P02,P01,P06,P06,P08,P17,P13,P14,P20,P24,P24,P24,P24,P24,P24,P24,P20,P14,P13,P17,P17,P18,P13,P11,P06,P08,P01,P01,P01,P01,P01,P01,P03,P13,P11,P10,P27,P25,P25,P25,P26,P28,P27,P27,P27,P26,P26,P28,P28,P28,P28,P28,P28,P28,P26,P26,P27,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P26,P26,P26,P25,P27,P28,P28,P28,P28,P27,P27,P27,P27,P27,P27,P27
75,P18,P18,P18,P17,P18,P18,P18,P18,P18,P17,P13,P17,P18,P18,P11,P13,P13,P18,P18,P13,P13,P13,P13,P05,P01,P02,P02,P05,P11,P05,P11,P17,P18,P13,P17,P11,P11,P11,P11,P14,P11,P11,P17,P18,P17,P18,P18,P17,P13,P13,P13,P13,P08,P01,P01,P01,P01,P01,P08,P08,P08,P25,P25,P25,P25,P28,P28,P27,P27,P27,P27,P26,P25,P28,P28,P28,P28,P28,P28,P28,P26,P26,P26,P26,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P26,P26,P26,P25,P26,P28,P28,P27,P27,P27,P27,P27,P27,P27,P27,P27,P27
76,P18,P18,P18,P18,P18,P18,P18,P18,P18,P13,P13,P18,P18,P13,P11,P13,P18,P18,P17,P13,P13,P13,P13,P11,P03,P01,P01,P08,P13,P11,P11,P17,P18,P18,P17,P18,P17,P18,P17,P17,P18,P18,P18,P18,P17,P18,P17,P13,P13,P13,P13,P13,P13,P06,P02,P01,P01,P03,P06,P11,P15,P27,P25,P25,P26,P27,P28,P27,P27,P27,P27,P27,P25,P28,P28,P28,P28,P28,P28,P27,P28,P26,P25,P28,P26,P26,P28,P28,P28,P28,P28,P27,P27,P28,P28,P28,P26,P26,P28,P26,P25,P25,P26,P28,P28,P28,P27,P27,P27,P27,P27,P27,P27,P27,P27,P28
77,P18,P18,P18,P18,P18,P18,P18,P18,P13,P13,P17,P18,P18,P11,P17,P18,P18,P18,P13,P13,P13,P13,P18,P13,P08,P01,P03,P13,P17,P13,P17,P13,P18,P18,P17,P18,P18,P17,P17,P17,P18,P18,P18,P17,P17,P17,P17,P17,P13,P17,P18,P13,P13,P11,P05,P05,P01,P08,P08,P07,P26,P26,P25,P25,P26,P27,P27,P27,P27,P27,P27,P27,P26,P28,P28,P28,P28,P27,P27,P27,P27,P28,P25,P25,P28,P28,P26,P26,P26,P26,P26,P26,P26,P26,P26,P26,P28,P28,P26,P25,P25,P25,P28,P28,P28,P28,P27,P27,P27,P27,P27,P27,P27,P27,P27,P28
78,P18,P18,P18,P18,P18,P18,P18,P17,P13,P13,P18,P18,P18,P17,P18,P18,P18,P17,P13,P13,P13,P18,P18,P13,P11,P01,P08,P18,P18,P18,P18,P17,P17,P13,P13,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P17,P18,P17,P13,P13,P08,P08,P03,P08,P11,P10,P26,P26,P25,P25,P28,P27,P27,P27,P27,P27,P27,P27,P26,P26,P28,P28,P27,P27,P27,P27,P27,P28,P27,P25,P25,P26,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P26,P26,P26,P25,P25,P28,P28,P28,P28,P27,P27,P27,P27,P27,P27,P27,P27,P27,P27,P27
79,P18,P18,P18,P18,P18,P18,P17,P13,P13,P17,P18,P18,P18,P18,P18,P18,P18,P13,P13,P18,P18,P18,P17,P17,P08,P08,P17,P18,P18,P18,P18,P18,P13,P13,P13,P13,P17,P13,P18,P17,P17,P17,P17,P18,P17,P17,P17,P17,P18,P18,P18,P18,P17,P13,P13,P13,P08,P08,P11,P22,P26,P27,P25,P25,P27,P27,P27,P27,P27,P27,P27,P27,P28,P26,P28,P28,P28,P28,P28,P28,P28,P28,P27,P28,P26,P28,P28,P28,P28,P28,P28,P28,P28,P28,P27,P28,P28,P26,P26,P25,P27,P28,P28,P28,P28,P28,P27,P27,P27,P27,P27,P27,P27,P27,P27,P27
80,P18,P18,P18,P18,P18,P17,P13,P13,P17,P17,P18,P13,P18,P18,P18,P18,P17,P11,P18,P18,P18,P17,P17,P18,P13,P13,P18,P18,P18,P18,P18,P18,P18,P13,P13,P13,P13,P13,P18,P18,P17,P17,P13,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P17,P13,P13,P13,P13,P08,P26,P26,P27,P25,P25,P27,P27,P27,P27,P27,P27,P27,P27,P27,P28,P28,P28,P28,P28,P28,P28,P28,P28,P27,P27,P28,P28,P28,P28,P28,P28,P28,P28,P28,P27,P27,P27,P28,P26,P25,P28,P28,P27,P28,P27,P27,P27,P27,P27,P27,P27,P27,P27,P27,P27,P27,P27
81,P18,P18,P18,P18,P18,P17,P13,P13,P17,P18,P18,P13,P18,P18,P18,P18,P13,P13,P18,P18,P18,P13,P18,P17,P13,P17,P18,P18,P18,P18,P18,P18,P18,P13,P13,P17,P17,P13,P18,P18,P18,P18,P13,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P17,P13,P13,P13,P08,P27,P26,P28,P25,P25,P25,P27,P27,P27,P27,P27,P27,P27,P27,P27,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P27,P27,P26,P26,P28,P28,P28,P28,P27,P27,P27,P27,P27,P27,P27,P27,P27,P27,P27,P27,P27,P28
82,P18,P18,P18,P18,P17,P18,P13,P13,P18,P18,P18,P18,P18,P18,P18,P17,P13,P18,P18,P18,P17,P17,P18,P13,P13,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P17,P17,P17,P18,P18,P18,P18,P18,P18,P18,P18,P18,P17,P17,P18,P18,P13,P18,P18,P18,P13,P13,P13,P10,P27,P26,P28,P25,P25,P25,P25,P27,P27,P27,P27,P27,P27,P27,P28,P28,P28,P28,P27,P27,P27,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P27,P27,P27,P27,P27,P27,P27,P27,P27,P27,P27,P27,P27,P28,P27
83,P18,P18,P18,P17,P17,P18,P13,P17,P18,P18,P18,P18,P18,P18,P18,P17,P13,P18,P18,P18,P17,P18,P18,P13,P17,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P17,P17,P17,P18,P18,P18,P18,P18,P18,P18,P18,P18,P17,P17,P18,P18,P18,P13,P18,P18,P17,P13,P13,P10,P28,P26,P27,P25,P25,P25,P25,P26,P27,P27,P27,P27,P27,P27,P28,P28,P28,P27,P27,P27,P27,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P27,P27,P27,P27,P27,P27,P27,P28,P27,P27,P27,P27,P27,P28,P27
84,P18,P18,P18,P17,P18,P18,P13,P17,P18,P18,P18,P18,P18,P18,P18,P13,P18,P18,P18,P18,P17,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P17,P17,P17,P18,P18,P18,P18,P17,P17,P18,P18,P18,P18,P13,P18,P18,P18,P13,P17,P18,P17,P13,P11,P15,P27,P26,P28,P27,P22,P28,P25,P25,P28,P27,P27,P27,P27,P28,P28,P28,P27,P27,P27,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P27,P28,P28,P28,P28,P28,P28,P28,P28,P27,P27,P28
85,P18,P18,P18,P18,P18,P18,P13,P17,P18,P17,P18,P18,P18,P18,P18,P18,P18,P18,P18,P17,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P17,P18,P18,P18,P18,P18,P18,P17,P17,P18,P18,P18,P18,P13,P17,P18,P18,P17,P13,P18,P17,P13,P11,P22,P26,P26,P26,P27,P22,P27,P26,P25,P28,P27,P27,P27,P27,P28,P28,P27,P28,P28,P27,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P27,P27,P27
86,P18,P18,P18,P18,P18,P17,P13,P18,P17,P17,P17,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P13,P17,P18,P18,P18,P18,P18,P17,P18,P18,P18,P18,P18,P18,P18,P18,P18,P17,P18,P18,P18,P18,P17,P17,P18,P18,P18,P11,P18,P17,P13,P11,P22,P26,P28,P26,P27,P22,P28,P26,P25,P27,P27,P27,P27,P28,P28,P27,P27,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P27,P27,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P27,P28,P28,P28
87,P18,P18,P18,P18,P18,P17,P13,P18,P17,P17,P17,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P17,P11,P18,P18,P18,P18,P18,P18,P17,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P18,P17,P13,P18,P18,P18,P13,P17,P17,P13,P08,P25,P26,P28,P28,P26,P25,P25,P28,P25,P27,P27,P27,P28,P28,P28,P28,P27,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P28,P27,P28,P28,P28,P27,P27,P27,P28,P27,P27,P28,P28,P28,P28,P28,P28,P28,P28,P28,P27,P27,P27,P27,P28,P28
