row/col,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
35,,,,,,,,,,,,,,,,,P04,P14,P04,P22,P04,,,,,,,,,,,P04,P04,P04,P04,P02,P05,P07,P02,P18,P24,P24,P22,P10,P17,P21,P21,P21,P21,P21,P17,P21,P21,P21,P21,P21,P17,P13,P07,P10,P10,P18,P24,P24,P24,P24,P22,P16,P04,P04,P04,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,P04,P14,P04,P22,P04,,,,,,,,,,,P04,P04,P04,P10,P18,P19,P16,P14,P14,P19,P22,P24,P22,P14,P21,P21,P21,P13,P13,P09,P13,P13,P21,P21,P17,P17,P13,P13,P10,P10,P14,P22,P24,P24,P22,P24,P04,,,,,,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,,,,P04,P14,P04,P18,P04,,,,,,,,,,,,P04,P19,P23,P23,P23,P19,P07,P07,P16,P24,P22,P24,P18,P11,P21,P21,P17,P17,P17,P17,P21,P21,P21,P17,P13,P13,P13,P06,P10,P14,P18,P24,P24,P22,P22,P24,P04,,,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,P04,P14,P04,P18,P04,,,,,,,,,,,P04,P19,P23,P23,P23,P23,P11,P07,P07,P06,P16,P24,P22,P24,P18,P11,P21,P21,P17,P17,P17,P21,P21,P17,P13,P13,P13,P13,P13,P10,P14,P14,P22,P24,P24,P18,P18,P24,P04,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,P04,,,,P04,P14,P04,P18,P04,,,P04,,,,,P04,P04,P04,P23,P23,P23,P23,P23,P16,P07,P07,P03,P19,P19,P18,P22,P22,P18,P18,P13,P21,P21,P21,P21,P21,P17,P13,P13,P13,P13,P13,P13,P13,P10,P14,P18,P24,P24,P24,P18,P16,P22,P04,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,P04,P04,,,P04,P14,P04,P18,P04,,,P04,,,,P04,P23,P23,P23,P23,P23,P23,P23,P23,P07,P07,P07,P14,P23,P19,P06,P22,P10,P22,P14,P15,P15,P21,P21,P21,P17,P13,P13,P13,P13,P13,P13,P13,P17,P17,P14,P14,P18,P24,P24,P24,P18,P14,P04,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,P04,,,P04,P16,P04,P22,P04,,P04,P04,,,P04,P19,P23,P23,P23,P23,P23,P23,P23,P19,P07,P07,P03,P23,P23,P16,P09,P16,P17,P13,P18,P11,P13,P13,P13,P13,P13,P13,P13,P13,P13,P13,P13,P21,P21,P21,P21,P15,P14,P18,P22,P24,P24,P18,P04,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,P04,P04,,P04,P16,P06,P18,P04,,P04,,,P04,P16,P23,P23,P23,P23,P23,P23,P23,P23,P11,P07,P07,P14,P23,P23,P11,P13,P17,P21,P17,P15,P13,P13,P13,P13,P13,P13,P13,P13,P13,P13,P13,P21,P21,P21,P21,P21,P21,P17,P14,P18,P18,P19,P19,P19,P04,P04,P04,P04,,,,,,,,,,,,
43,,,,,,,,,,,,,,P04,P11,P04,P18,P14,P04,P18,P14,P04,P04,,P04,P14,P16,P23,P23,P23,P23,P23,P23,P23,P23,P07,P07,P05,P19,P23,P16,P13,P21,P21,P21,P21,P13,P13,P13,P13,P13,P13,P13,P13,P13,P13,P13,P21,P21,P21,P21,P21,P21,P21,P19,P19,P19,P19,P23,P23,P23,P23,P23,P19,P19,P04,,,,,,,,,,,
44,,,,,,,,,,,,,,,P04,P06,P18,P06,P10,P22,P14,P16,P03,P04,P19,P14,P16,P23,P23,P23,P23,P23,P23,P23,P19,P07,P07,P06,P23,P19,P13,P17,P21,P21,P21,P21,P21,P13,P13,P13,P13,P13,P13,P13,P13,P13,P21,P21,P21,P21,P21,P21,P19,P23,P19,P23,P23,P23,P23,P23,P23,P23,P23,P23,P16,P04,,,,,,,,,,,
45,,,,,,,,,,,,,,,P04,P11,P16,P04,P06,P22,P14,P15,P06,P19,P23,P14,P18,P23,P23,P23,P23,P19,P23,P23,P15,P07,P07,P14,P19,P11,P13,P21,P21,P21,P21,P21,P21,P21,P21,P13,P13,P13,P13,P13,P13,P17,P21,P21,P21,P21,P21,P19,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P19,P16,P04,,,,,,,,,,,
46,,,,,,,,,,,,,,,P04,P11,P14,P04,P06,P22,P14,P15,P16,P23,P23,P16,P16,P19,P16,P19,P19,P19,P23,P23,P11,P07,P05,P16,P14,P09,P17,P21,P21,P21,P21,P21,P21,P21,P21,P21,P13,P13,P13,P13,P13,P21,P21,P21,P21,P21,P19,P19,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P19,P16,P04,,,,,,,,,,,
47,,,,,,,,,,,,,,,P04,P15,P14,P04,P06,P22,P16,P15,P16,P23,P23,P16,P16,P16,P14,P18,P16,P23,P23,P23,P07,P07,P05,P16,P11,P13,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P13,P13,P13,P13,P21,P21,P21,P21,P19,P19,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P16,P04,,,,,,,,,,,
48,,,,,,,,,,,,,,,P04,P15,P14,P04,P06,P22,P16,P15,P14,P19,P23,P16,P16,P16,P14,P14,P16,P23,P23,P19,P06,P06,P06,P16,P07,P13,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P19,P19,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P04,,,,,,,,,,,
49,,,,,,,,,,,,,,,P04,P15,P11,P06,P06,P16,P10,P11,P11,P19,P19,P16,P16,P16,P14,P14,P16,P23,P23,P19,P07,P07,P06,P16,P07,P17,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P19,P23,P23,P16,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P04,,,,,,,,,,
50,,,,,,,,,,,,,,P04,P06,P06,P11,P11,P15,P15,P11,P03,P07,P16,P16,P16,P14,P10,P14,P10,P16,P23,P23,P19,P05,P03,P04,P19,P11,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P19,P19,P23,P18,P19,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P04,,,,,,,,,,
51,,,,,,,,,,,,,,P04,P05,P05,P05,P03,P03,P03,P03,P05,P07,P07,P14,P14,P14,P10,P10,P10,P19,P23,P23,P14,P10,P16,P14,P19,P23,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P19,P18,P23,P19,P14,P19,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P04,,,,,,,,,,
52,,,,,,,,,,,,P04,P04,P09,P09,P09,P09,P09,P09,P07,P03,P03,P07,P07,P05,P10,P14,P10,P10,P10,P19,P23,P23,P10,P11,P07,P06,P18,P23,P23,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P19,P16,P19,P23,P14,P18,P19,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P04,,,,,,,,,
53,,,,,,,,,,P04,P04,P12,P09,P09,P09,P09,P09,P09,P09,P09,P07,P05,P07,P07,P02,P02,P06,P14,P14,P10,P19,P23,P23,P10,P11,P07,P03,P19,P19,P23,P23,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P18,P14,P23,P19,P14,P19,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P19,P04,,,,,,,,,
54,,,,,,,,,P04,P12,P12,P09,P09,P09,P09,P09,P09,P07,P07,P07,P05,P05,P05,P07,P02,P02,P02,P02,P03,P04,P19,P23,P23,P15,P06,P07,P05,P23,P19,P23,P23,P23,P19,P21,P21,P21,P21,P21,P21,P21,P21,P21,P21,P19,P18,P14,P16,P23,P14,P14,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P19,P16,P04,,,,,,,,,
55,,,,,,,,P04,P12,P07,P07,P07,P09,P09,P09,P09,P07,P07,P05,P03,P03,P03,P03,P05,P02,P02,P02,P02,P04,P04,P19,P19,P19,P19,P07,P07,P05,P23,P23,P18,P18,P16,P16,P16,P21,P21,P21,P21,P21,P21,P19,P19,P19,P16,P14,P14,P16,P16,P14,P19,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P19,P16,P16,P04,,,,,,,,,
56,,,,,,,,P04,P09,P07,P07,P05,P09,P09,P09,P09,P09,P09,P09,P09,P07,P02,P02,P03,P02,P04,P04,P04,,,P04,P20,P20,P15,P07,P07,P05,P23,P23,P16,P14,P14,P14,P16,P17,P21,P19,P19,P19,P16,P14,P14,P14,P14,P14,P14,P14,P16,P18,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P19,P16,P16,P16,P04,,,,,,,,,
57,,,,,,,P04,P12,P09,P05,P05,P05,P09,P09,P07,P07,P07,P09,P09,P09,P05,P03,P01,P04,P04,,,,,P04,P20,P20,P20,P20,P07,P07,P05,P20,P20,P19,P14,P14,P16,P19,P19,P19,P19,P14,P14,P14,P14,P14,P14,P14,P14,P16,P19,P16,P19,P19,P19,P18,P18,P19,P23,P23,P23,P23,P23,P23,P23,P23,P23,P18,P16,P16,P18,P04,,,,,,,,,
58,,,,,,,P04,P09,P07,P05,P05,P05,P09,P09,P09,P07,P05,P09,P09,P03,P02,P02,P04,,,,,,,P04,P20,P20,P20,P20,P07,P07,P07,P15,P20,P20,P15,P15,P19,P19,P19,P19,P18,P14,P14,P14,P14,P14,P16,P19,P19,P23,P23,P11,P07,P07,P11,P15,P19,P19,P19,P23,P23,P23,P23,P23,P23,P23,P23,P19,P16,P16,P19,P04,,,,,,,,,
59,,,,,,,P04,P05,P07,P05,P05,P05,P09,P09,P09,P09,P09,P09,P09,P09,P05,P04,,,,,,,,P04,P20,P20,P20,P20,P09,P07,P07,P15,P20,P20,P20,P20,P20,P15,P17,P19,P16,P14,P14,P16,P19,P23,P23,P19,P19,P15,P11,P07,P09,P09,P09,P09,P09,P15,P23,P23,P23,P23,P23,P23,P23,P23,P23,P16,P16,P16,P18,P04,,,,,,,,,
60,,,,,,,P04,P07,P05,P07,P03,P05,P05,P09,P09,P09,P09,P09,P09,P09,P03,P04,,,,,,,,P04,P23,P23,P23,P23,P11,P07,P07,P11,P20,P20,P20,P20,P15,P15,P15,P20,P20,P20,P20,P20,P19,P23,P19,P11,P11,P05,P09,P09,P09,P09,P09,P09,P09,P09,P11,P23,P23,P23,P23,P23,P23,P23,P16,P16,P16,P16,P16,P04,,,,,,,,,
61,,,,,,,P04,P05,P07,P05,P03,P03,P05,P09,P09,P09,P09,P09,P09,P03,P04,,,,,,,,,P04,P23,P23,P23,P23,P15,P07,P07,P07,P20,P20,P15,P15,P15,P15,P15,P20,P20,P20,P20,P20,P20,P20,P20,P11,P05,P09,P09,P09,P09,P09,P03,P09,P09,P09,P09,P11,P23,P23,P23,P23,P19,P23,P16,P16,P16,P16,P16,P04,,,,,,,,,
62,,,,,,,,P04,P07,P05,P02,P02,P03,P09,P09,P09,P09,P09,P09,P07,P04,,,,,,,,P04,P23,P23,P23,P23,P23,P19,P07,P07,P07,P19,P20,P11,P15,P15,P15,P20,P20,P20,P20,P20,P20,P20,P20,P11,P09,P05,P07,P09,P09,P11,P03,P09,P09,P09,P09,P09,P09,P15,P23,P23,P19,P16,P16,P16,P16,P16,P16,P04,,,,,,,,,,
63,,,,,,,,P04,P07,P03,P03,P02,P02,P03,P05,P05,P05,P05,P03,P04,,,,,,,,P04,P23,P23,P23,P23,P23,P23,P23,P07,P09,P07,P16,P20,P20,P15,P15,P11,P19,P20,P20,P20,P20,P20,P20,P15,P05,P05,P07,P05,P05,P11,P03,P09,P09,P09,P09,P09,P09,P09,P07,P16,P19,P23,P16,P16,P16,P16,P16,P04,,,,,,,,,,,
64,,,,,,,,,P04,P03,P03,P03,P02,P02,P05,P05,P05,P04,P01,P04,,,,,,,,P04,P23,P23,P23,P23,P23,P23,P23,P11,P09,P07,P14,P15,P15,P15,P15,P14,P23,P23,P23,P19,P20,P20,P20,P07,P09,P09,P07,P07,P03,P02,P05,P09,P09,P09,P09,P09,P09,P07,P07,P05,P18,P19,P16,P16,P16,P16,P16,P04,,,,,,,,,,,
65,,,,,,,,,P04,P04,P04,P04,P02,P03,P05,P05,P03,P04,P01,P01,P04,P04,P04,,,,P04,P23,P23,P23,P23,P23,P23,P23,P23,P15,P09,P09,P11,P19,P15,P11,P10,P19,P23,P23,P23,P23,P23,P23,P11,P05,P07,P09,P09,P09,P09,P09,P07,P05,P09,P09,P09,P09,P07,P07,P05,P03,P10,P14,P16,P16,P16,P16,P16,P04,,,,,,,,,,,
66,,,,,,,,,,,,,P04,P07,P09,P09,P09,P09,P07,P07,P07,P09,P05,P04,,,P04,P23,P23,P23,P23,P23,P23,P23,P23,P19,P09,P09,P07,P14,P10,P04,P23,P19,P23,P23,P23,P23,P19,P19,P19,P19,P19,P19,P11,P09,P09,P09,P09,P07,P03,P07,P07,P09,P05,P05,P05,P03,P06,P16,P16,P16,P16,P14,P04,,,,,,,,,,,,
67,,,,,,,,,,,,,,P04,P09,P09,P09,P09,P09,P09,P09,P09,P07,P04,,,P04,P19,P23,P23,P23,P23,P23,P23,P23,P19,P11,P13,P11,P06,P05,P06,P08,P08,P08,P23,P23,P23,P23,P19,P19,P19,P19,P23,P23,P19,P11,P09,P09,P09,P07,P03,P02,P02,P02,P03,P03,P03,P03,P16,P14,P16,P14,P04,,,,,,,,,,,,,
68,,,,,,,,,,,,,,P04,P09,P09,P09,P09,P09,P09,P09,P07,P07,P05,P04,,P04,P19,P16,P19,P19,P19,P19,P19,P19,P19,P11,P13,P13,P09,P12,P08,P10,P06,P14,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P19,P07,P09,P09,P09,P07,P05,P02,P02,P03,P03,P03,P03,P14,P14,P14,P04,,,,,,,,,,,,,,
69,,,,,,,,,,,,,P04,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P07,P07,P04,P07,P05,P07,P07,P09,P07,P07,P07,P07,P09,P12,P12,P12,P12,P12,P08,P19,P18,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P19,P07,P09,P09,P09,P05,P03,P03,P03,P03,P03,P03,P03,P14,P04,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,P04,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P07,P07,P09,P09,P09,P07,P07,P09,P09,P09,P09,P12,P12,P12,P12,P12,P08,P08,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P16,P09,P07,P07,P05,P05,P03,P03,P03,P03,P03,P03,P03,P04,,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,P04,P09,P09,P09,P09,P07,P07,P09,P09,P09,P09,P07,P09,P09,P09,P09,P07,P09,P09,P09,P09,P12,P12,P12,P12,P12,P09,P08,P14,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P19,P07,P07,P05,P03,P02,P03,P03,P03,P03,P03,P03,P04,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,P04,P09,P09,P09,P09,P07,P07,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P12,P12,P12,P12,P12,P08,P08,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P19,P23,P14,P05,P03,P02,P02,P02,P03,P02,P03,P03,P03,P04,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,P04,P07,P09,P09,P09,P07,P07,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P12,P12,P12,P12,P08,P18,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P19,P23,P16,P03,P02,P02,P02,P02,P02,P02,P14,P06,P04,,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,P04,P07,P07,P07,P07,P07,P07,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P09,P07,P12,P12,P12,P11,P08,P19,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P19,P19,P23,P16,P03,P02,P02,P02,P02,P02,P04,P14,P16,P04,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,P04,P05,P07,P07,P05,P07,P05,P07,P05,P09,P07,P07,P09,P09,P09,P09,P09,P09,P09,P09,P12,P12,P12,P12,P12,P11,P08,P19,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P19,P23,P18,P16,P04,P02,P02,P02,P02,P02,P10,P16,P04,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,P04,P03,P05,P05,P05,P03,P03,P05,P03,P07,P07,P05,P07,P07,P07,P09,P09,P09,P09,P09,P12,P12,P07,P12,P12,P11,P08,P16,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P23,P19,P16,P16,P02,P02,P02,P02,P02,P02,P10,P16,P04,,,,,,,,,,,,,,,,,,
